,fecha,delito,conteo
1785,2021-12-01,Otros delitos contra la sociedad,15.0
1786,2021-12-01,Otros delitos que atentan contra la libertad personal,544.0
1787,2021-12-01,Otros delitos que atentan contra la vida y la integridad corporal,188.0
1788,2021-12-01,Rapto,4.0
1789,2021-12-01,Secuestro,2.0
1790,2021-12-01,Tráfico de menores,0.0
1791,2021-12-01,Trata de personas,27.0
1792,2022-12-01,Corrupción de menores,171.0
1793,2022-12-01,Extorsión,20.0
1794,2022-12-01,Feminicidio,3.0
1795,2022-12-01,Homicidio culposo,134.0
1796,2022-12-01,Homicidio doloso,86.0
1797,2022-12-01,Lesiones culposas,491.0
1798,2022-12-01,Lesiones dolosas,830.0
1799,2022-12-01,Otros delitos contra la sociedad,18.0
1800,2022-12-01,Otros delitos que atentan contra la libertad personal,560.0
1801,2022-12-01,Otros delitos que atentan contra la vida y la integridad corporal,195.0
1802,2022-12-01,Rapto,9.0
1803,2022-12-01,Secuestro,2.0
1804,2022-12-01,Tráfico de menores,0.0
1805,2022-12-01,Trata de personas,26.0
1806,2023-12-01,Corrupción de menores,139.0
1807,2023-12-01,Extorsión,21.0
1808,2023-12-01,Feminicidio,7.0
1809,2023-12-01,Homicidio culposo,129.0
1810,2023-12-01,Homicidio doloso,78.0
1811,2023-12-01,Lesiones culposas,620.0
1812,2023-12-01,Lesiones dolosas,881.0
1813,2023-12-01,Otros delitos contra la sociedad,23.0
1814,2023-12-01,Otros delitos que atentan contra la libertad personal,605.0
1815,2023-12-01,Otros delitos que atentan contra la vida y la integridad corporal,179.0
1816,2023-12-01,Rapto,5.0
1817,2023-12-01,Secuestro,26.0
1818,2023-12-01,Tráfico de menores,0.0
1819,2023-12-01,Trata de personas,17.0
1820,2024-12-01,Corrupción de menores,136.0
1821,2024-12-01,Extorsión,18.0
1822,2024-12-01,Feminicidio,6.0
1823,2024-12-01,Homicidio culposo,161.0
1824,2024-12-01,Homicidio doloso,65.0
1825,2024-12-01,Lesiones culposas,544.0
1826,2024-12-01,Lesiones dolosas,952.0
1827,2024-12-01,Otros delitos contra la sociedad,20.0
1828,2024-12-01,Otros delitos que atentan contra la libertad personal,607.0
1829,2024-12-01,Otros delitos que atentan contra la vida y la integridad corporal,173.0
1830,2024-12-01,Rapto,2.0
1831,2024-12-01,Secuestro,6.0
1832,2024-12-01,Tráfico de menores,0.0
1833,2024-12-01,Trata de personas,20.0
